frame,images_centroid_x,images_centroid_y,images_delta_x,images_delta_y,images_distance,images2_centroid_x,images2_centroid_y,images2_delta_x,images2_delta_y,images2_distance,timestamp_s
102,21,22,0,-1,1.0,16,18,0,1,1.0,5.1
103,22,23,1,1,1.4142135623730951,15,17,-1,-1,1.4142135623730951,5.15
104,21,22,-1,-1,1.4142135623730951,16,16,1,-1,1.4142135623730951,5.2
105,21,22,0,0,0.0,17,17,1,1,1.4142135623730951,5.25
106,21,22,0,0,0.0,17,17,0,0,0.0,5.3
107,21,24,0,2,2.0,17,16,0,-1,1.0,5.35
108,21,23,0,-1,1.0,18,17,1,1,1.4142135623730951,5.4
109,21,22,0,-1,1.0,18,17,0,0,0.0,5.45
110,21,23,0,1,1.0,,,,,,5.5
111,21,23,0,0,0.0,18,17,0,0,0.0,5.55
112,22,22,1,-1,1.4142135623730951,18,17,0,0,0.0,5.6
113,21,23,-1,1,1.4142135623730951,17,17,-1,0,1.0,5.65
114,20,22,-1,-1,1.4142135623730951,18,17,1,0,1.0,5.7
115,20,23,0,1,1.0,17,17,-1,0,1.0,5.75
116,19,23,-1,0,1.0,18,16,1,-1,1.4142135623730951,5.8
117,20,23,1,0,1.0,18,18,0,2,2.0,5.85
118,21,22,1,-1,1.4142135623730951,18,15,0,-3,3.0,5.9
119,21,23,0,1,1.0,17,16,-1,1,1.4142135623730951,5.95
120,19,22,-2,-1,2.23606797749979,17,15,0,-1,1.0,6.0
121,19,21,0,-1,1.0,18,16,1,1,1.4142135623730951,6.05
122,19,22,0,1,1.0,18,17,0,1,1.0,6.1
123,20,22,1,0,1.0,17,16,-1,-1,1.4142135623730951,6.15
124,20,23,0,1,1.0,18,17,1,1,1.4142135623730951,6.2
125,20,23,0,0,0.0,17,15,-1,-2,2.23606797749979,6.25
126,21,23,1,0,1.0,17,15,0,0,0.0,6.3
127,20,23,-1,0,1.0,17,16,0,1,1.0,6.35
128,20,23,0,0,0.0,17,16,0,0,0.0,6.4
129,19,23,-1,0,1.0,16,16,-1,0,1.0,6.45
130,19,22,0,-1,1.0,16,16,0,0,0.0,6.5
131,20,21,1,-1,1.4142135623730951,18,16,2,0,2.0,6.55
132,20,22,0,1,1.0,17,16,-1,0,1.0,6.6
133,19,22,-1,0,1.0,17,16,0,0,0.0,6.65
134,19,23,0,1,1.0,17,15,0,-1,1.0,6.7
135,20,23,1,0,1.0,18,15,1,0,1.0,6.75
136,20,22,0,-1,1.0,17,16,-1,1,1.4142135623730951,6.8
137,22,21,2,-1,2.23606797749979,17,16,0,0,0.0,6.85
138,20,24,-2,3,3.605551275463989,17,16,0,0,0.0,6.9
139,20,22,0,-2,2.0,17,16,0,0,0.0,6.95
140,19,23,-1,1,1.4142135623730951,17,17,0,1,1.0,7.0
141,19,22,0,-1,1.0,17,15,0,-2,2.0,7.05
142,20,23,1,1,1.4142135623730951,,,,,,7.1
143,20,24,0,1,1.0,17,15,0,0,0.0,7.15
144,21,24,1,0,1.0,17,14,0,-1,1.0,7.2
145,20,23,-1,-1,1.4142135623730951,17,17,0,3,3.0,7.25
146,20,21,0,-2,2.0,17,16,0,-1,1.0,7.3
147,21,23,1,2,2.23606797749979,17,17,0,1,1.0,7.35
148,20,22,-1,-1,1.4142135623730951,18,17,1,0,1.0,7.4
149,21,22,1,0,1.0,17,18,-1,1,1.4142135623730951,7.45
150,21,23,0,1,1.0,18,17,1,-1,1.4142135623730951,7.5
151,21,24,0,1,1.0,18,16,0,-1,1.0,7.55
152,20,23,-1,-1,1.4142135623730951,17,17,-1,1,1.4142135623730951,7.6
153,21,25,1,2,2.23606797749979,17,15,0,-2,2.0,7.65
154,21,23,0,-2,2.0,17,17,0,2,2.0,7.7
155,21,23,0,0,0.0,17,15,0,-2,2.0,7.75
156,22,23,1,0,1.0,17,15,0,0,0.0,7.8
157,22,22,0,-1,1.0,17,15,0,0,0.0,7.85
158,21,21,-1,-1,1.4142135623730951,18,15,1,0,1.0,7.9
159,21,21,0,0,0.0,18,16,0,1,1.0,7.95
160,22,22,1,1,1.4142135623730951,18,15,0,-1,1.0,8.0
161,22,21,0,-1,1.0,17,15,-1,0,1.0,8.05
162,21,20,-1,-1,1.4142135623730951,17,14,0,-1,1.0,8.1
163,22,21,1,1,1.4142135623730951,17,16,0,2,2.0,8.15
164,21,21,-1,0,1.0,16,16,-1,0,1.0,8.2
165,22,22,1,1,1.4142135623730951,16,15,0,-1,1.0,8.25
166,21,21,-1,-1,1.4142135623730951,17,17,1,2,2.23606797749979,8.3
167,22,22,1,1,1.4142135623730951,16,16,-1,-1,1.4142135623730951,8.35
168,22,23,0,1,1.0,17,17,1,1,1.4142135623730951,8.4
169,21,23,-1,0,1.0,17,17,0,0,0.0,8.45
170,22,22,1,-1,1.4142135623730951,17,17,0,0,0.0,8.5
171,22,22,0,0,0.0,17,17,0,0,0.0,8.55
172,23,22,1,0,1.0,16,17,-1,0,1.0,8.6
173,22,21,-1,-1,1.4142135623730951,16,16,0,-1,1.0,8.65
174,21,22,-1,1,1.4142135623730951,15,17,-1,1,1.4142135623730951,8.7
175,22,21,1,-1,1.4142135623730951,17,15,2,-2,2.8284271247461903,8.75
176,22,22,0,1,1.0,16,17,-1,2,2.23606797749979,8.8
177,21,22,-1,0,1.0,17,17,1,0,1.0,8.85
178,21,22,0,0,0.0,17,17,0,0,0.0,8.9
179,19,21,-2,-1,2.23606797749979,16,17,-1,0,1.0,8.95
180,21,22,2,1,2.23606797749979,16,16,0,-1,1.0,9.0
181,19,20,-2,-2,2.8284271247461903,15,16,-1,0,1.0,9.05
182,21,22,2,2,2.8284271247461903,15,16,0,0,0.0,9.1
183,21,22,0,0,0.0,16,16,1,0,1.0,9.15
184,21,21,0,-1,1.0,17,17,1,1,1.4142135623730951,9.2
185,21,22,0,1,1.0,17,17,0,0,0.0,9.25
186,20,21,-1,-1,1.4142135623730951,17,17,0,0,0.0,9.3
187,20,22,0,1,1.0,16,16,-1,-1,1.4142135623730951,9.35
188,21,22,1,0,1.0,16,17,0,1,1.0,9.4
189,20,22,-1,0,1.0,15,16,-1,-1,1.4142135623730951,9.45
190,20,22,0,0,0.0,16,16,1,0,1.0,9.5
191,21,22,1,0,1.0,16,17,0,1,1.0,9.55
192,21,23,0,1,1.0,16,17,0,0,0.0,9.6
193,21,23,0,0,0.0,17,18,1,1,1.4142135623730951,9.65
194,21,22,0,-1,1.0,16,18,-1,0,1.0,9.7
195,20,22,-1,0,1.0,17,17,1,-1,1.4142135623730951,9.75
196,20,22,0,0,0.0,17,18,0,1,1.0,9.8
197,19,22,-1,0,1.0,17,17,0,-1,1.0,9.85
198,19,22,0,0,0.0,16,19,-1,2,2.23606797749979,9.9
199,20,23,1,1,1.4142135623730951,16,18,0,-1,1.0,9.95
200,19,22,-1,-1,1.4142135623730951,16,18,0,0,0.0,10.0
201,19,23,0,1,1.0,16,18,0,0,0.0,10.05
202,20,22,1,-1,1.4142135623730951,,,,,,10.1
203,20,24,0,2,2.0,16,18,0,0,0.0,10.15
204,19,22,-1,-2,2.23606797749979,16,19,0,1,1.0,10.2
205,19,22,0,0,0.0,17,18,1,-1,1.4142135623730951,10.25
206,18,22,-1,0,1.0,16,18,-1,0,1.0,10.3
207,18,22,0,0,0.0,16,18,0,0,0.0,10.35
208,19,23,1,1,1.4142135623730951,17,18,1,0,1.0,10.4
209,,,,,,17,19,0,1,1.0,10.45
210,19,22,0,-1,1.0,18,18,1,-1,1.4142135623730951,10.5
211,20,24,1,2,2.23606797749979,18,18,0,0,0.0,10.55
212,20,23,0,-1,1.0,18,18,0,0,0.0,10.6
213,18,22,-2,-1,2.23606797749979,17,18,-1,0,1.0,10.65
214,17,21,-1,-1,1.4142135623730951,17,18,0,0,0.0,10.7
215,19,23,2,2,2.8284271247461903,17,18,0,0,0.0,10.75
216,19,22,0,-1,1.0,16,18,-1,0,1.0,10.8
217,19,23,0,1,1.0,16,18,0,0,0.0,10.85
218,18,21,-1,-2,2.23606797749979,18,17,2,-1,2.23606797749979,10.9
219,20,22,2,1,2.23606797749979,16,19,-2,2,2.8284271247461903,10.95
220,19,22,-1,0,1.0,16,20,0,1,1.0,11.0
221,20,21,1,-1,1.4142135623730951,18,18,2,-2,2.8284271247461903,11.05
222,20,22,0,1,1.0,17,19,-1,1,1.4142135623730951,11.1
223,21,20,1,-2,2.23606797749979,17,16,0,-3,3.0,11.15
224,19,22,-2,2,2.8284271247461903,17,18,0,2,2.0,11.2
225,20,23,1,1,1.4142135623730951,15,19,-2,1,2.23606797749979,11.25
226,18,23,-2,0,2.0,16,19,1,0,1.0,11.3
227,19,23,1,0,1.0,16,17,0,-2,2.0,11.35
228,20,23,1,0,1.0,16,18,0,1,1.0,11.4
229,19,24,-1,1,1.4142135623730951,16,17,0,-1,1.0,11.45
230,19,23,0,-1,1.0,16,17,0,0,0.0,11.5
231,20,23,1,0,1.0,16,18,0,1,1.0,11.55
232,20,24,0,1,1.0,16,17,0,-1,1.0,11.6
233,19,21,-1,-3,3.1622776601683795,17,17,1,0,1.0,11.65
234,22,25,3,4,5.0,15,18,-2,1,2.23606797749979,11.7
235,20,24,-2,-1,2.23606797749979,17,18,2,0,2.0,11.75
236,20,24,0,0,0.0,15,19,-2,1,2.23606797749979,11.8
237,20,22,0,-2,2.0,16,18,1,-1,1.4142135623730951,11.85
238,21,23,1,1,1.4142135623730951,16,18,0,0,0.0,11.9
239,21,23,0,0,0.0,16,18,0,0,0.0,11.95
240,20,24,-1,1,1.4142135623730951,17,18,1,0,1.0,12.0
241,21,23,1,-1,1.4142135623730951,16,19,-1,1,1.4142135623730951,12.05
242,21,23,0,0,0.0,16,19,0,0,0.0,12.1
243,19,23,-2,0,2.0,16,19,0,0,0.0,12.15
244,20,24,1,1,1.4142135623730951,15,19,-1,0,1.0,12.2
245,20,24,0,0,0.0,16,19,1,0,1.0,12.25
246,20,24,0,0,0.0,16,17,0,-2,2.0,12.3
247,21,25,1,1,1.4142135623730951,15,19,-1,2,2.23606797749979,12.35
248,20,23,-1,-2,2.23606797749979,15,19,0,0,0.0,12.4
249,20,23,0,0,0.0,15,19,0,0,0.0,12.45
250,21,24,1,1,1.4142135623730951,16,18,1,-1,1.4142135623730951,12.5
251,20,24,-1,0,1.0,15,19,-1,1,1.4142135623730951,12.55
252,21,23,1,-1,1.4142135623730951,15,18,0,-1,1.0,12.6
253,20,23,-1,0,1.0,16,18,1,0,1.0,12.65
254,20,23,0,0,0.0,16,20,0,2,2.0,12.7
255,21,23,1,0,1.0,17,18,1,-2,2.23606797749979,12.75
256,22,22,1,-1,1.4142135623730951,16,18,-1,0,1.0,12.8
257,22,23,0,1,1.0,17,19,1,1,1.4142135623730951,12.85
258,20,23,-2,0,2.0,16,18,-1,-1,1.4142135623730951,12.9
259,21,23,1,0,1.0,17,17,1,-1,1.4142135623730951,12.95
260,22,23,1,0,1.0,15,18,-2,1,2.23606797749979,13.0
261,22,23,0,0,0.0,15,17,0,-1,1.0,13.05
262,21,23,-1,0,1.0,15,18,0,1,1.0,13.1
263,22,22,1,-1,1.4142135623730951,16,17,1,-1,1.4142135623730951,13.15
264,22,23,0,1,1.0,15,18,-1,1,1.4142135623730951,13.2
265,20,22,-2,-1,2.23606797749979,16,18,1,0,1.0,13.25
266,22,21,2,-1,2.23606797749979,16,18,0,0,0.0,13.3
267,22,24,0,3,3.0,15,17,-1,-1,1.4142135623730951,13.35
268,22,23,0,-1,1.0,15,18,0,1,1.0,13.4
269,21,22,-1,-1,1.4142135623730951,16,16,1,-2,2.23606797749979,13.45
270,22,22,1,0,1.0,,,,,,13.5
271,18,20,-4,-2,4.47213595499958,16,17,0,1,1.0,13.55
272,22,21,4,1,4.123105625617661,16,16,0,-1,1.0,13.6
273,22,22,0,1,1.0,16,18,0,2,2.0,13.65
274,22,23,0,1,1.0,16,17,0,-1,1.0,13.7
275,22,23,0,0,0.0,16,16,0,-1,1.0,13.75
276,21,22,-1,-1,1.4142135623730951,16,16,0,0,0.0,13.8
277,21,22,0,0,0.0,17,16,1,0,1.0,13.85
278,21,23,0,1,1.0,17,16,0,0,0.0,13.9
279,21,22,0,-1,1.0,17,17,0,1,1.0,13.95
280,21,23,0,1,1.0,,,,,,14.0
281,22,23,1,0,1.0,16,16,-1,-1,1.4142135623730951,14.05
282,22,23,0,0,0.0,16,17,0,1,1.0,14.1
283,21,22,-1,-1,1.4142135623730951,16,17,0,0,0.0,14.15
284,21,23,0,1,1.0,18,17,2,0,2.0,14.2
285,21,23,0,0,0.0,18,17,0,0,0.0,14.25
286,22,22,1,-1,1.4142135623730951,18,16,0,-1,1.0,14.3
287,21,22,-1,0,1.0,19,16,1,0,1.0,14.35
288,20,21,-1,-1,1.4142135623730951,19,17,0,1,1.0,14.4
289,21,22,1,1,1.4142135623730951,18,16,-1,-1,1.4142135623730951,14.45
290,20,24,-1,2,2.23606797749979,19,16,1,0,1.0,14.5
291,21,24,1,0,1.0,18,18,-1,2,2.23606797749979,14.55
292,21,23,0,-1,1.0,19,17,1,-1,1.4142135623730951,14.6
293,21,23,0,0,0.0,17,17,-2,0,2.0,14.65
294,21,22,0,-1,1.0,17,15,0,-2,2.0,14.7
295,20,22,-1,0,1.0,16,17,-1,2,2.23606797749979,14.75
296,21,23,1,1,1.4142135623730951,15,17,-1,0,1.0,14.8
297,21,22,0,-1,1.0,16,18,1,1,1.4142135623730951,14.85
298,20,21,-1,-1,1.4142135623730951,16,18,0,0,0.0,14.9
299,20,22,0,1,1.0,16,18,0,0,0.0,14.95
300,20,23,0,1,1.0,15,18,-1,0,1.0,15.0
301,21,23,1,0,1.0,15,19,0,1,1.0,15.05
302,21,23,0,0,0.0,14,18,-1,-1,1.4142135623730951,15.1
303,20,23,-1,0,1.0,14,17,0,-1,1.0,15.15
304,21,23,1,0,1.0,14,17,0,0,0.0,15.2
305,21,23,0,0,0.0,15,17,1,0,1.0,15.25
306,21,22,0,-1,1.0,14,17,-1,0,1.0,15.3
307,20,22,-1,0,1.0,14,18,0,1,1.0,15.35
308,21,22,1,0,1.0,16,16,2,-2,2.8284271247461903,15.4
309,21,22,0,0,0.0,15,17,-1,1,1.4142135623730951,15.45
310,21,21,0,-1,1.0,15,18,0,1,1.0,15.5
311,20,21,-1,0,1.0,14,16,-1,-2,2.23606797749979,15.55
312,21,23,1,2,2.23606797749979,13,16,-1,0,1.0,15.6
313,21,22,0,-1,1.0,13,17,0,1,1.0,15.65
314,22,23,1,1,1.4142135623730951,15,18,2,1,2.23606797749979,15.7
315,21,23,-1,0,1.0,13,16,-2,-2,2.8284271247461903,15.75
316,22,23,1,0,1.0,13,16,0,0,0.0,15.8
317,20,22,-2,-1,2.23606797749979,15,17,2,1,2.23606797749979,15.85
318,22,22,2,0,2.0,12,17,-3,0,3.0,15.9
319,21,23,-1,1,1.4142135623730951,14,16,2,-1,2.23606797749979,15.95
320,22,24,1,1,1.4142135623730951,15,15,1,-1,1.4142135623730951,16.0
321,21,24,-1,0,1.0,14,16,-1,1,1.4142135623730951,16.05
322,22,23,1,-1,1.4142135623730951,14,16,0,0,0.0,16.1
323,21,24,-1,1,1.4142135623730951,15,16,1,0,1.0,16.15
324,21,23,0,-1,1.0,15,15,0,-1,1.0,16.2
325,20,23,-1,0,1.0,15,16,0,1,1.0,16.25
326,21,23,1,0,1.0,15,17,0,1,1.0,16.3
327,22,23,1,0,1.0,15,17,0,0,0.0,16.35
328,22,23,0,0,0.0,15,17,0,0,0.0,16.4
329,22,23,0,0,0.0,15,16,0,-1,1.0,16.45
330,22,23,0,0,0.0,15,15,0,-1,1.0,16.5
331,22,23,0,0,0.0,14,16,-1,1,1.4142135623730951,16.55
332,21,22,-1,-1,1.4142135623730951,16,15,2,-1,2.23606797749979,16.6
333,23,23,2,1,2.23606797749979,16,15,0,0,0.0,16.65
334,22,23,-1,0,1.0,15,15,-1,0,1.0,16.7
335,22,22,0,-1,1.0,16,16,1,1,1.4142135623730951,16.75
336,21,22,-1,0,1.0,16,16,0,0,0.0,16.8
337,22,22,1,0,1.0,16,16,0,0,0.0,16.85
338,21,22,-1,0,1.0,17,16,1,0,1.0,16.9
339,21,23,0,1,1.0,16,16,-1,0,1.0,16.95
340,20,22,-1,-1,1.4142135623730951,16,17,0,1,1.0,17.0
341,20,23,0,1,1.0,16,16,0,-1,1.0,17.05
342,19,22,-1,-1,1.4142135623730951,17,16,1,0,1.0,17.1
343,20,22,1,0,1.0,17,17,0,1,1.0,17.15
344,22,23,2,1,2.23606797749979,16,16,-1,-1,1.4142135623730951,17.2
345,21,23,-1,0,1.0,17,18,1,2,2.23606797749979,17.25
346,21,24,0,1,1.0,17,17,0,-1,1.0,17.3
347,21,23,0,-1,1.0,16,16,-1,-1,1.4142135623730951,17.35
348,21,22,0,-1,1.0,17,17,1,1,1.4142135623730951,17.4
349,21,22,0,0,0.0,17,16,0,-1,1.0,17.45
350,22,22,1,0,1.0,18,16,1,0,1.0,17.5
351,21,22,-1,0,1.0,17,16,-1,0,1.0,17.55
352,22,23,1,1,1.4142135623730951,17,16,0,0,0.0,17.6
353,22,22,0,-1,1.0,17,16,0,0,0.0,17.65
354,22,23,0,1,1.0,17,15,0,-1,1.0,17.7
355,22,24,0,1,1.0,18,16,1,1,1.4142135623730951,17.75
356,21,24,-1,0,1.0,17,17,-1,1,1.4142135623730951,17.8
357,21,24,0,0,0.0,17,17,0,0,0.0,17.85
358,20,23,-1,-1,1.4142135623730951,16,17,-1,0,1.0,17.9
359,21,24,1,1,1.4142135623730951,15,15,-1,-2,2.23606797749979,17.95
360,19,23,-2,-1,2.23606797749979,17,17,2,2,2.8284271247461903,18.0
361,18,20,-1,-3,3.1622776601683795,17,19,0,2,2.0,18.05
362,19,21,1,1,1.4142135623730951,17,18,0,-1,1.0,18.1
363,21,23,2,2,2.8284271247461903,16,18,-1,0,1.0,18.15
364,20,24,-1,1,1.4142135623730951,16,19,0,1,1.0,18.2
365,20,22,0,-2,2.0,15,19,-1,0,1.0,18.25
366,20,18,0,-4,4.0,16,20,1,1,1.4142135623730951,18.3
367,22,22,2,4,4.47213595499958,15,19,-1,-1,1.4142135623730951,18.35
368,20,24,-2,2,2.8284271247461903,16,19,1,0,1.0,18.4
369,21,25,1,1,1.4142135623730951,17,19,1,0,1.0,18.45
370,21,24,0,-1,1.0,16,19,-1,0,1.0,18.5
371,22,23,1,-1,1.4142135623730951,15,18,-1,-1,1.4142135623730951,18.55
372,21,24,-1,1,1.4142135623730951,16,18,1,0,1.0,18.6
373,21,25,0,1,1.0,14,18,-2,0,2.0,18.65
374,21,24,0,-1,1.0,16,18,2,0,2.0,18.7
375,22,25,1,1,1.4142135623730951,17,19,1,1,1.4142135623730951,18.75
376,21,24,-1,-1,1.4142135623730951,16,19,-1,0,1.0,18.8
377,22,23,1,-1,1.4142135623730951,17,18,1,-1,1.4142135623730951,18.85
378,22,23,0,0,0.0,17,17,0,-1,1.0,18.9
379,22,24,0,1,1.0,17,16,0,-1,1.0,18.95
380,22,24,0,0,0.0,17,17,0,1,1.0,19.0
381,22,23,0,-1,1.0,17,16,0,-1,1.0,19.05
382,22,23,0,0,0.0,16,18,-1,2,2.23606797749979,19.1
383,22,23,0,0,0.0,17,19,1,1,1.4142135623730951,19.15
384,22,23,0,0,0.0,18,18,1,-1,1.4142135623730951,19.2
385,22,23,0,0,0.0,16,17,-2,-1,2.23606797749979,19.25
386,22,23,0,0,0.0,16,18,0,1,1.0,19.3
387,21,21,-1,-2,2.23606797749979,17,18,1,0,1.0,19.35
388,22,23,1,2,2.23606797749979,17,18,0,0,0.0,19.4
389,22,25,0,2,2.0,17,19,0,1,1.0,19.45
390,21,24,-1,-1,1.4142135623730951,17,19,0,0,0.0,19.5
391,22,25,1,1,1.4142135623730951,17,20,0,1,1.0,19.55
392,23,24,1,-1,1.4142135623730951,17,18,0,-2,2.0,19.6
393,22,24,-1,0,1.0,17,17,0,-1,1.0,19.65
394,22,24,0,0,0.0,17,18,0,1,1.0,19.7
395,22,25,0,1,1.0,18,19,1,1,1.4142135623730951,19.75
396,21,25,-1,0,1.0,16,19,-2,0,2.0,19.8
397,22,23,1,-2,2.23606797749979,18,19,2,0,2.0,19.85
398,22,24,0,1,1.0,18,17,0,-2,2.0,19.9
399,22,24,0,0,0.0,17,18,-1,1,1.4142135623730951,19.95
400,23,25,1,1,1.4142135623730951,18,18,1,0,1.0,20.0
401,20,22,-3,-3,4.242640687119285,17,18,-1,0,1.0,20.05
402,21,22,1,0,1.0,17,18,0,0,0.0,20.1
403,22,23,1,1,1.4142135623730951,17,18,0,0,0.0,20.15
404,22,23,0,0,0.0,16,18,-1,0,1.0,20.2
